CID;Meno/Priezvisko;Priezvisko;Tituly;sex;Datum narodenia;PSC;mesto;kraj;Danovy domicil;Stĺpec2;dom2
2009582;Darinova;Koesters;;female;1978-04-19;26632;Ihlow Westerende-Kirchloog;Niedersachsen;AT;2;AT
2001377;Takam;Petschock;;male;1978-04-17;17291;GĂ¶ritz;Brandenburg;DE;1;DE
2001347;ManasoviÄŤ;Betzwieser;;male;1978-04-17;93348;Kirchdorf;Bayern;DE;1;DE
2009835;Mandipntume;Ayer;;female;1978-04-16;56355;Bettendorf;Rheinland-Pfalz;AT;2;AT
2009083;EzzĂŞddin;Gasthuys;;male;1978-04-11;19357;KarstĂ¤dt;Brandenburg;DE;1;DE
2006885;Rojat;Groenevelt;;male;1978-04-10;25776;Sankt Annen;Schleswig-Holstein;DE;1;DE
2000531;Cosimo;Unterhuber;;male;1978-04-10;16767;Leegebruch;Brandenburg;DE;1;DE
2002765;Armando;Kurts;;male;1978-04-04;6905;Meuro;Sachsen-Anhalt;DE;1;DE
2006392;Nuredin;WeisshĂ¤upl;;male;1978-04-01;89176;Asselfingen;Baden-WĂĽrttemberg;DE;1;DE
2004943;Hena;OstermĂĽller;;female;1978-03-31;75242;Neuhausen;Baden-WĂĽrttemberg;SK;0;SK
2004720;Osmat;Leonhardtsberger;;male;1978-03-26;35282;Rauschenberg;Hessen;SK;0;SK
2009481;Milen;Girrmann;;male;1978-03-23;36419;Geisa;ThĂĽringen;DE;1;DE
2005437;Resa;Rennschmid;;female;1978-03-23;20255;Hamburg;Hamburg;AT;2;AT
2009863;Alira;Junkert;;female;1978-03-21;54597;Merlscheid;Rheinland-Pfalz;DE;1;DE
2007418;TrĂ ;Rodermund;;female;1978-03-20;39264;Hohenlepte;Sachsen-Anhalt;AT;2;AT
2004343;Nana;Ehritt;;female;1978-03-18;92721;StĂ¶rnstein;Bayern;SK;0;SK
2007017;Tiwaz;Petrovsky;;male;1978-03-18;29413;Neuekrug;Sachsen-Anhalt;SK;0;SK
2001496;Hayet;Sanner;;female;1978-03-10;23847;Kastorf;Schleswig-Holstein;DE;1;DE
2006521;Orla;NeukĂ¤ufer;;male;1978-03-09;59889;Eslohe;Nordrhein-Westfalen;SK;0;SK
2008519;Merete;Lieberenz;;female;1978-03-06;19417;Ventschow;Mecklenburg-Vorpommern;SK;0;SK
2000756;Ä°hsan;HĂ¤usele;;male;1978-03-01;6721;Osterfeld;Sachsen-Anhalt;DE;1;DE
2008992;Haroon;Kaisser;;male;1978-02-28;54673;Waldhof-Falkenstein;Rheinland-Pfalz;AT;2;AT
2000510;Jan-Philipp;Roelfsen;;male;1978-02-21;6647;Wischroda;Sachsen-Anhalt;DE;1;DE
2008483;Joure;Grabow;;female;1978-02-18;17419;Korswandt;Mecklenburg-Vorpommern;SK;0;SK
2000508;Sadettin;Nemeczek;;male;1978-02-15;89293;KellmĂĽnz;Bayern;SK;0;SK
2003301;Stefana;Tasci;;female;1978-02-15;37318;WĂĽstheuterode;ThĂĽringen;AT;2;AT
2007574;Florentin;Scherpenstein;;male;1978-02-14;30449;Hannover;Niedersachsen;SK;0;SK
2009970;Melik;Avcilar;;male;1978-02-12;26446;Friedeburg Reepsholt;Niedersachsen;DE;1;DE
2009921;Joakim;Poliak;;male;1978-02-08;18196;Dummerstorf;Mecklenburg-Vorpommern;DE;1;DE
2009038;Asmar;Dicks;;male;1978-02-04;25495;Kummerfeld;Schleswig-Holstein;AT;2;AT
2005176;Ian;Eppelsheimer;;male;1978-02-04;6179;Langenbogen;Sachsen-Anhalt;AT;2;AT
2006811;Jouda;GĂĽldali;;female;1978-02-01;1619;RĂ¶deraue;Sachsen;AT;2;AT
2001979;Jamelia-Charlice;HĂ¶hne;;female;1978-02-01;24235;Brodersdorf;Schleswig-Holstein;SK;0;SK
2001703;Osaruonamen;Hammacher;;female;1978-02-01;86551;Aichach;Bayern;AT;2;AT
2005052;Keo;Rossnagel;;male;1978-01-29;99510;Gebstedt;ThĂĽringen;AT;2;AT
2008806;Victory;Gessat;;female;1978-01-26;35619;Braunfels Neukirchen;Hessen;AT;2;AT
2009164;Kendy;Harmling;;male;1978-01-24;17392;Spantekow;Mecklenburg-Vorpommern;DE;1;DE
2006570;Arturius;Jordens;;male;1978-01-17;16259;Beiersdorf-Freudenberg Freudenberg;Brandenburg;SK;0;SK
2005993;Ronin;Cananoglu;;male;1978-01-12;23881;Alt MĂ¶lln;Schleswig-Holstein;DE;1;DE
2004162;Fance;PfĂ¤fflin;;female;1978-01-11;28879;Grasberg;Niedersachsen;SK;0;SK
2005715;Lorelai;Kosloff;;female;1978-01-05;94527;Aholming;Bayern;DE;1;DE
2003215;Kuma;Conz;;male;1978-01-03;39356;DĂ¶hren;Sachsen-Anhalt;AT;2;AT
2000652;Dejan;Koniecznik;;male;1978-01-03;3249;Pahlsdorf;Brandenburg;SK;0;SK
2008910;Elina-Malin;Roeger;;female;1978-01-02;13627;Berlin;Berlin;AT;2;AT
2004572;Cengiz;Brunnenmaier;;male;1977-12-25;86465;Heretsried;Bayern;DE;1;DE
2001310;Yeter;Sondersorge;;female;1977-11-12;56754;MĂ¶ntenich;Rheinland-Pfalz;SK;0;SK
2001070;Tius;Kovaltschik;;male;1977-10-23;67663;Kaiserslautern;Rheinland-Pfalz;AT;2;AT
2004374;Hannelore;Noordkamp;;female;1977-10-23;24819;TodenbĂĽttel;Schleswig-Holstein;DE;1;DE
2004311;Maxe;Hoernle;;male;1977-09-15;22113;Hamburg LohbrĂĽgge;Schleswig-Holstein;SK;0;SK
2003749;Lela;Willim;;female;1977-08-20;99713;Wolferschwenda;ThĂĽringen;DE;1;DE
2007281;Sources;Sponnagel;;female;1977-08-06;15806;SchĂ¶neiche;Brandenburg;SK;0;SK
2007129;Lillien;Sibbersen;;female;1977-07-19;92554;Thanstein;Bayern;SK;0;SK
2002444;Mirwais;Lemmermeyr;;male;1977-07-07;76857;Albersweiler;Rheinland-Pfalz;AT;2;AT
2005599;Melisa;Uehlein;;female;1977-05-30;67806;Bisterschied;Rheinland-Pfalz;DE;1;DE
2004597;Rory;Waehner;;male;1977-05-29;16259;HĂ¶henland Steinbeck;Brandenburg;DE;1;DE
2003175;GĂĽlender;Jonulat;;female;1977-05-28;21073;Hamburg Heimfeld;Hamburg;DE;1;DE
2008425;Onerva;Saibel;;female;1977-05-27;20359;Hamburg;Hamburg;SK;0;SK
2007911;Lenhard;Merx;;male;1977-05-26;6188;ReuĂźen;Sachsen-Anhalt;DE;1;DE
2009725;Westergaard;Stankewicz;;male;1977-05-26;49774;LĂ¤hden;Niedersachsen;DE;1;DE
2006984;Mustafa-Mert;GĂ¤rttner;;male;1977-05-24;73527;SchwĂ¤bisch GmĂĽnd;Baden-WĂĽrttemberg;AT;2;AT
2007496;Rumi;WittkĂ¶tter;;male;1977-05-21;73779;Deizisau;Baden-WĂĽrttemberg;DE;1;DE
2003185;Eliam;Herrgesell;;male;1977-05-20;56459;MĂ¤hren;Rheinland-Pfalz;DE;1;DE
2008577;Utku;Materner;;male;1977-05-17;17094;Holldorf;Mecklenburg-Vorpommern;SK;0;SK
2008958;Younis;Magersupp;;male;1977-05-17;70329;Stuttgart ObertĂĽrkheim;Baden-WĂĽrttemberg;AT;2;AT
2006942;Keali;Wybranitz;;female;1977-05-13;97529;Sulzheim;Bayern;SK;0;SK
2001621;Houssainatov;Haindle;;female;1977-05-11;17498;Hinrichshagen;Mecklenburg-Vorpommern;SK;0;SK
2009059;Noray;Koopman;;male;1977-05-08;83561;Ramerberg;Bayern;AT;2;AT
2001721;Katalena;Jagiela;;female;1977-05-08;79576;Weil am Rhein;Baden-WĂĽrttemberg;AT;2;AT
2003878;Idrissa;SĂĽss;;male;1977-05-01;49456;Bakum;Niedersachsen;DE;1;DE
2007578;Naaman;Brok;;male;1977-04-30;95615;Marktredwitz;Bayern;SK;0;SK
2009697;Enisa;Falck;;female;1977-04-28;22335;Hamburg Ohlsdorf;Hamburg;DE;1;DE
2006994;Mirjon;Klayman;;male;1977-04-26;59602;RĂĽthen;Nordrhein-Westfalen;DE;1;DE
2009777;Cathleona;Gumpel;;female;1977-04-25;30880;Laatzen;Niedersachsen;AT;2;AT
2002679;Tava;Denert;;female;1977-04-22;92334;Berching;Bayern;SK;0;SK
2003809;Eltion;Heester;;male;1977-04-20;76857;Gossersweiler-Stein;Rheinland-Pfalz;AT;2;AT
2003392;Jozani;Freerking;;male;1977-04-18;37449;Zorge;Niedersachsen;AT;2;AT
2005047;Julen;GĂ¶ddecke;;female;1977-04-16;31737;Rinteln Engern;Niedersachsen;AT;2;AT
2002152;Siddhi;Masurek;;male;1977-04-15;74254;Offenau;Baden-WĂĽrttemberg;AT;2;AT
2004526;Istvan;Kiersten;;male;1977-04-14;84567;Perach;Bayern;SK;0;SK
2005722;Lakbir;Weinbauer;;male;1977-04-12;26629;GroĂźefehn Akelsbarg;Niedersachsen;SK;0;SK
2001720;Huyá»n;Mei;;female;1977-04-12;4769;Naundorf;Sachsen;SK;0;SK
2003890;Maximowna;Zikorsky;;female;1977-04-10;18299;PĂ¶litz;Mecklenburg-Vorpommern;DE;1;DE
2004612;Kirian;Oettgen;;male;1977-04-10;33330;GĂĽtersloh;Nordrhein-Westfalen;AT;2;AT
2003617;Karima;Wilimzik;;female;1977-04-08;12309;Berlin;Berlin;AT;2;AT
2005746;HaĂŻle;Mispel;;male;1977-04-02;54316;Hinzenburg;Rheinland-Pfalz;AT;2;AT
2000725;CecĂ­lia;Hinzpeter;;female;1977-03-30;41068;MĂ¶nchengladbach;Nordrhein-Westfalen;AT;2;AT
2007095;Moroni;Backhus;;male;1977-03-27;99438;Bad Berka;ThĂĽringen;AT;2;AT
2000262;Sinay;Silbernagl;;female;1977-03-25;15848;Rietz-Neuendorf Buckow;Brandenburg;AT;2;AT
2007852;Yanko;Naujuks;;male;1977-03-22;39524;SchĂ¶nfeld;Sachsen-Anhalt;SK;0;SK
2002846;Sienna;Baerensprung;;female;1977-03-18;6712;Grana;Sachsen-Anhalt;SK;0;SK
2009795;Mia-Luise;Walterschen;;female;1977-03-15;89361;Landensberg;Bayern;SK;0;SK
2003405;Yitzchak;Schiesterl;;male;1977-03-12;18258;Kassow;Mecklenburg-Vorpommern;SK;0;SK
2000504;Paulo;Nauber;;male;1977-02-26;72178;Waldachtal;Baden-WĂĽrttemberg;SK;0;SK
2003183;Amilija;Sonntag;;female;1977-02-25;56588;Waldbreitbach;Rheinland-Pfalz;DE;1;DE
2004168;Emma-Lotta;Januscheidt;;female;1977-02-22;85229;Markt Indersdorf;Bayern;AT;2;AT
2006243;Schady;Scholtissek;;male;1977-02-19;94036;Passau;Bayern;SK;0;SK
2004726;Leonhardt;Kallinowsky;;male;1977-02-15;55758;Hellertshausen;Rheinland-Pfalz;AT;2;AT
2009172;Elaina-Sheri;Eritt;;female;1977-02-15;8606;Oelsnitz;Sachsen;AT;2;AT
2003676;ZoĂ©-Amiya;SchĂ¤rff;;female;1977-02-14;16248;Hohenfinow;Brandenburg;DE;1;DE
2005353;Linus;Darge;;male;1977-02-10;21649;Regesbostel;Niedersachsen;AT;2;AT
2007784;Marty;Grundermann;;male;1977-02-08;55597;Gumbsheim;Rheinland-Pfalz;DE;1;DE
2006946;Fitzgerald;Linnenkugel;;male;1977-02-06;67098;Bad DĂĽrkheim;Rheinland-Pfalz;DE;1;DE
2002440;Uyiosa;Naymann;;male;1977-02-04;66484;GroĂźsteinhausen;Rheinland-Pfalz;AT;2;AT
2000769;Gerd;Groenendal;;male;1977-02-04;25856;Hattstedtermarsch;Schleswig-Holstein;AT;2;AT
2008898;Loulou;Kocabey;;female;1977-02-03;37318;Gerbershausen;ThĂĽringen;SK;0;SK
2006803;Silke;Nowazki;;female;1977-02-03;47800;Krefeld;Nordrhein-Westfalen;DE;1;DE
2000554;Evsa;Henzmann;;female;1977-02-02;17498;Dargelin;Mecklenburg-Vorpommern;DE;1;DE
2006706;Lenia;Bluhme;;female;1977-01-29;54614;Heisdorf;Rheinland-Pfalz;DE;1;DE
2000339;Appiah;Romaniello;;female;1977-01-24;38228;Salzgitter Bruchmachtersen;Niedersachsen;SK;0;SK
2009525;KiĂŞn;Spegg;;male;1977-01-20;71732;Tamm;Baden-WĂĽrttemberg;AT;2;AT
2009681;Mia-Mathilda;Metzlaw;;female;1977-01-20;67653;Kaiserslautern;Rheinland-Pfalz;AT;2;AT
2009237;Violeta;Wodarczyk;;female;1977-01-17;39291;Tryppehna;Sachsen-Anhalt;AT;2;AT
2002640;Raza;SchĂ¤uble;;male;1977-01-16;9633;HalsbrĂĽcke;Sachsen;SK;0;SK
2001115;Noel-Finnley;VĂ¶tterle;;male;1977-01-14;84103;Postau;Bayern;AT;2;AT
2002037;Illjan;BeckersjĂĽrgen;;male;1977-01-13;19200;Steesow;Mecklenburg-Vorpommern;DE;1;DE
2004246;Ketan;Janotta;;male;1977-01-09;56826;Wollmerath;Rheinland-Pfalz;DE;1;DE
2005753;Haufekai;Marxmeier;;female;1977-01-09;38533;Vordorf;Niedersachsen;DE;1;DE
2002824;AyĂş;WeinschĂĽtz;;male;1977-01-07;7589;MĂĽnchenbernsdorf;ThĂĽringen;SK;0;SK
2001712;Evrim;Wuerst;;female;1977-01-03;96268;Mitwitz;Bayern;SK;0;SK
2001354;Mikaeel;Lambrich;;male;1976-10-25;13055;Berlin;Berlin;SK;0;SK
2008528;Ralph;Stankiewicz;;male;1976-09-22;88086;Immenstaad am Bodensee;Baden-WĂĽrttemberg;AT;2;AT
2003771;Shaho;Boomgaarden;;male;1976-08-21;13507;Berlin;Berlin;AT;2;AT
2007803;Aleem;KocatĂĽrk;;male;1976-08-19;17192;Kargow;Mecklenburg-Vorpommern;SK;0;SK
2007802;VisarbekoviÄŤ;Schoenhaar;;male;1976-08-06;91334;Hemhofen;Bayern;AT;2;AT
2005157;Hannelore;Harmssen;;female;1976-08-01;15344;Strausberg;Brandenburg;SK;0;SK
2004934;Yago;Huthmacher;;male;1976-07-13;91227;Leinburg;Bayern;DE;1;DE
2004547;Eddine;Nirenberg;;male;1976-06-27;39624;GĂĽssefeld;Sachsen-Anhalt;DE;1;DE
2003189;Hildegarde;Altvatter;;female;1976-06-13;8107;Hartmannsdorf bei Kirchberg;Sachsen;DE;1;DE
2007511;Dirk;Tuchscherer;;male;1976-06-07;14728;Gollenberg;Brandenburg;SK;0;SK
2004229;Frederice;Gronendahl;;female;1976-05-29;24214;TĂĽttendorf;Schleswig-Holstein;AT;2;AT
2008321;Arsan;Lichtfuhs;;male;1976-05-28;25938;SĂĽderende;Schleswig-Holstein;SK;0;SK
2001241;Bubakar;Kovalskij;;male;1976-05-26;4838;Jesewitz;Sachsen;AT;2;AT
2000898;Ansgar;Albat;;male;1976-05-26;37534;Badenhausen;Niedersachsen;AT;2;AT
2004360;Okwukwem;Adriany;;male;1976-05-25;6632;Freyburg;Sachsen-Anhalt;DE;1;DE
2005468;Henner;Frieder;;male;1976-05-24;82433;Bad Kohlgrub;Bayern;AT;2;AT
2003216;Marita;Behrendsmeyer;;female;1976-05-23;44577;Castrop-Rauxel;Nordrhein-Westfalen;AT;2;AT
2002960;Iam;Schebesta;;male;1976-05-20;6268;Vitzenburg;Sachsen-Anhalt;AT;2;AT
2003516;Sharlien;Weinstok;;female;1976-05-18;25764;Wesselburen;Schleswig-Holstein;AT;2;AT
2003119;Elvedin;Kraljic;;male;1976-05-17;25917;SprakebĂĽll;Schleswig-Holstein;SK;0;SK
2006962;Augusto;Horlacher;;male;1976-05-14;58579;SchalksmĂĽhle;Nordrhein-Westfalen;AT;2;AT
2003767;Eilhard;Ruppert;;male;1976-05-14;55595;Hargesheim;Rheinland-Pfalz;SK;0;SK
2007019;Lajos;GĂĽsloff;;male;1976-05-11;56861;Reil;Rheinland-Pfalz;DE;1;DE
2005615;Maeen;HoffschrĂ¶r;;female;1976-05-09;24641;HĂĽttblek;Schleswig-Holstein;DE;1;DE
2006933;MaksimoviÄŤ;Vinken;;male;1976-05-08;69181;Leimen;Baden-WĂĽrttemberg;SK;0;SK
2004584;Hamzeh;Errerd;;male;1976-05-08;1612;NĂĽnchritz;Sachsen;AT;2;AT
2002120;Ton;Simon;;male;1976-05-05;70437;Stuttgart MĂ¶nchfeld;Baden-WĂĽrttemberg;AT;2;AT
2005974;Kyamil;Hinderichs;;male;1976-05-04;55765;Birkenfeld;Rheinland-Pfalz;SK;0;SK
2001350;Luca-Mike;Klockers;;male;1976-05-01;73266;Bissingen an der Teck;Baden-WĂĽrttemberg;DE;1;DE
2002226;Jannek;Wawrzyniec;;male;1976-04-29;80939;MĂĽnchen;Bayern;DE;1;DE
2009703;Tu;Reiman;;female;1976-04-29;88260;ArgenbĂĽhl;Baden-WĂĽrttemberg;DE;1;DE
2003303;Umi;Weinbender;;female;1976-04-28;38489;Rohrberg;Sachsen-Anhalt;DE;1;DE
2007924;Addison;SchĂ¤fermeier;;female;1976-04-28;88489;Wain;Baden-WĂĽrttemberg;AT;2;AT
2001228;Eve-Lilly;Janas;;female;1976-04-28;56651;Galenberg;Rheinland-Pfalz;AT;2;AT
2001446;Lukasz;Corsmann;;male;1976-04-27;38486;Kusey;Sachsen-Anhalt;SK;0;SK
2004209;Benja;Clee;;female;1976-04-26;86507;Oberottmarshausen;Bayern;SK;0;SK
2002469;Ery;Ziekur;;female;1976-04-23;18519;Kirchdorf;Mecklenburg-Vorpommern;AT;2;AT
2004636;Glory;Bartell;;female;1976-04-21;6528;Hainrode;Sachsen-Anhalt;DE;1;DE
2006683;Leonel;Laskowske;;male;1976-04-18;25588;Mehlbek;Schleswig-Holstein;DE;1;DE
2007232;Betel;Szymiczek;;male;1976-04-14;50935;KĂ¶ln;Nordrhein-Westfalen;DE;1;DE
2009644;Jury;Hintz;;female;1976-04-12;39167;Niederndodeleben;Sachsen-Anhalt;SK;0;SK
2006377;Manuel;Dollischall;;male;1976-04-11;20249;Hamburg Hoheluft-Ost;Hamburg;DE;1;DE
2002779;Serhat;Tkadletschek;;male;1976-04-09;6686;SĂ¶ssen;Sachsen-Anhalt;AT;2;AT
2009615;Artyom;Schotte;;male;1976-04-05;49459;Lembruch;Niedersachsen;SK;0;SK
2005865;Jiawei;Zorner;;male;1976-04-04;17111;Lindenberg;Mecklenburg-Vorpommern;DE;1;DE
2008242;Dara;Gencel;;male;1976-04-04;99834;LauchrĂ¶den;ThĂĽringen;DE;1;DE
2004892;Bejna;Schniederjohann;;female;1976-04-01;41751;Viersen;Nordrhein-Westfalen;SK;0;SK
2001256;Dariev;GrĂĽnder;;male;1976-03-28;31595;Steyerberg Wellie;Niedersachsen;DE;1;DE
2009339;Jemil;Joesting;;male;1976-03-27;48153;MĂĽnster;Nordrhein-Westfalen;SK;0;SK
2002639;Krojan;Kolodziy;;male;1976-03-25;6458;Hedersleben;Sachsen-Anhalt;SK;0;SK
2008636;Samiya;Lindenmayer;;female;1976-03-19;2894;Vierkirchen;Sachsen;SK;0;SK
2002482;Vanadis;Berkenkemper;;female;1976-03-17;25578;Neuenbrook;Schleswig-Holstein;SK;0;SK
2009758;Alisina;Seip;;male;1976-03-12;98660;Kloster VeĂźra;ThĂĽringen;DE;1;DE
2006296;Ruansh;FurtwĂ¤nger;;male;1976-03-04;20457;Hamburg Klostertor;Hamburg;AT;2;AT
2007431;Huseyn;Greil;;male;1976-03-01;96175;Pettstadt;Bayern;AT;2;AT
2006509;Rafet;Kowaczek;;male;1976-02-29;86695;Nordendorf;Bayern;SK;0;SK
2008236;Thamer;Wenzlaff;;male;1976-02-28;80339;MĂĽnchen;Bayern;AT;2;AT
2004184;ViĂŞt;Kuznezow;;male;1976-02-27;85406;Zolling;Bayern;AT;2;AT
2002623;Salome;Walbaum;;female;1976-02-26;56630;Kretz;Rheinland-Pfalz;AT;2;AT
2008941;Mansur;Ziegenhierd;;male;1976-02-18;19249;Garlitz;Mecklenburg-Vorpommern;DE;1;DE
2002092;Ghadir;Frenssen;;female;1976-02-17;1612;NĂĽnchritz;Sachsen;DE;1;DE
2001302;Annemieke;VĂ¶lk;;female;1976-02-15;55278;Hahnheim;Rheinland-Pfalz;DE;1;DE
2007334;Emanuele;Pechtold;;male;1976-02-13;57632;Orfgen;Rheinland-Pfalz;DE;1;DE
2004213;Lorna;Derbofen;;female;1976-02-03;25856;Hattstedt;Schleswig-Holstein;DE;1;DE
2007282;Izaan;Olberts;;female;1976-02-02;48346;Ostbevern;Nordrhein-Westfalen;DE;1;DE
2007564;BegĂĽm;Kailer;;female;1976-01-31;85117;Eitensheim;Bayern;SK;0;SK
2008573;Nuo;von Siebert;;male;1976-01-26;54450;Freudenburg;Rheinland-Pfalz;AT;2;AT
2008838;Fance;Traud;;female;1976-01-25;99837;Dippach;ThĂĽringen;DE;1;DE
2007075;Temitope;Klauschen;;female;1976-01-24;15526;Reichenwalde;Brandenburg;SK;0;SK
2008955;Ĺžeyda;Butterbrot;;female;1976-01-17;54668;Niederweis;Rheinland-Pfalz;DE;1;DE
2004287;Eyla;Baltruszat;;female;1976-01-13;19071;Grambow;Mecklenburg-Vorpommern;SK;0;SK
2008098;Isatou;Klohss;;female;1976-01-04;23845;Dreggers;Schleswig-Holstein;AT;2;AT
2004831;Yuca;Fischermanns;;male;1975-12-25;33154;Salzkotten;Nordrhein-Westfalen;AT;2;AT
2007932;Beda;Schefzig;;female;1975-11-20;39291;Parchau;Sachsen-Anhalt;DE;1;DE
2002117;Amonn;Albrechtsen;;male;1975-10-02;23629;Sarkwitz;Schleswig-Holstein;DE;1;DE
2002853;Marin;Reinkemeyer;;male;1975-09-26;65232;Taunusstein;Hessen;DE;1;DE
2003978;Francesca;SĂĽlzenfuĂź;;female;1975-09-22;56244;Hartenfels;Rheinland-Pfalz;SK;0;SK
2008587;Aleksejewna;Alprecht;;female;1975-09-08;20146;Hamburg;Hamburg;DE;1;DE
2008540;Xuri;Krenmayer;;female;1975-08-29;19230;Hoort;Mecklenburg-Vorpommern;DE;1;DE
2008233;Mia-Lina;Kremers;;female;1975-08-09;74405;Gaildorf;Baden-WĂĽrttemberg;SK;0;SK
2002297;Annora;GoldfuĂź;;female;1975-07-17;66117;SaarbrĂĽcken;Saarland;DE;1;DE
2008944;Irmtraut;Sylvester;;female;1975-07-17;97273;KĂĽrnach;Bayern;AT;2;AT
2004803;Samadhi;von Strasser;;male;1975-06-21;99880;Metebach;ThĂĽringen;AT;2;AT
2006472;Marlie;ZĂ¤ngerlein;;female;1975-05-30;96472;RĂ¶dental;Bayern;AT;2;AT
2007748;Mwiza;AltmĂ¶ller;;female;1975-05-25;6449;Westdorf;Sachsen-Anhalt;SK;0;SK
2008308;Ilan;Reeve;;male;1975-05-24;88348;Allmannsweiler;Baden-WĂĽrttemberg;DE;1;DE
2001495;Kennah;Hinzner;;female;1975-05-23;17337;GroĂź Luckow;Mecklenburg-Vorpommern;SK;0;SK
2003068;Joleena;GrĂ¶nsfelder;;female;1975-05-22;76227;Karlsruhe;Baden-WĂĽrttemberg;AT;2;AT
2008756;San;Christalle;;male;1975-05-20;66121;SaarbrĂĽcken;Saarland;SK;0;SK
2000834;Nino;Saridag;;female;1975-05-20;72829;Engstingen;Baden-WĂĽrttemberg;SK;0;SK
2008284;Leonie-Michelle;GlĂ¶ckener;;female;1975-05-20;84555;Jettenbach;Bayern;SK;0;SK
2006461;Gafi;Nestvogel;;male;1975-05-17;27299;Langwedel;Niedersachsen;SK;0;SK
2007607;Ryan-Damian;Gotschalg;;male;1975-05-17;79595;RĂĽmmingen;Baden-WĂĽrttemberg;SK;0;SK
2001103;Pitt;Beylschmidt;;male;1975-05-16;29465;Schnega Loitze;Niedersachsen;DE;1;DE
2001166;Castiel;Kralick;;male;1975-05-12;19309;Mellen;Brandenburg;DE;1;DE
2005322;Lila;FettkĂ¶tter;;female;1975-05-11;72160;Horb am Neckar;Baden-WĂĽrttemberg;AT;2;AT
2001950;Annastassia;Kiphardt;;female;1975-05-11;12489;Berlin;Berlin;DE;1;DE
2006132;Arden;Feuchtmeyer;;male;1975-05-11;25337;KĂ¶lln-Reisiek;Schleswig-Holstein;SK;0;SK
2001173;Gleb;HammermĂĽller;;male;1975-05-08;38518;Gifhorn;Niedersachsen;AT;2;AT
2004739;Hailey;Heidekamp;;male;1975-05-08;48308;Senden;Nordrhein-Westfalen;SK;0;SK
2009123;ArtĂ«moviÄŤ;Faist;;male;1975-05-07;1847;Lohmen;Sachsen;SK;0;SK
2002048;Marlee;GĂ¶k;;female;1975-05-06;23911;Salem;Schleswig-Holstein;SK;0;SK
2003833;Shipelu;Spenkoch;;male;1975-05-04;6347;Gerbstedt;Sachsen-Anhalt;SK;0;SK
2000169;Alamin;Hardeweg;;male;1975-04-30;33142;BĂĽren;Nordrhein-Westfalen;DE;1;DE
2008878;Edis;Gruenn;;female;1975-04-29;4880;Elsnig;Sachsen;DE;1;DE
2008724;Daniele;Glover;;male;1975-04-27;6928;Linda (Elster);Sachsen-Anhalt;DE;1;DE
2008089;Bele;Flachskampf;;female;1975-04-26;56338;Braubach;Rheinland-Pfalz;SK;0;SK
2002307;Assaley;Jacobasch;;female;1975-04-24;39397;GrĂ¶ningen;Sachsen-Anhalt;AT;2;AT
2008347;Mobina;Gerste;;female;1975-04-20;7426;KĂ¶nigsee;ThĂĽringen;DE;1;DE
2003730;Devin-Pascal;Naubereit;;male;1975-04-20;26553;Dornum Westeraccumersiel;Niedersachsen;DE;1;DE
2002943;Kyrill;Riech;;male;1975-04-15;19217;Schlagsdorf;Mecklenburg-Vorpommern;DE;1;DE
2002247;CĂ¤the;Diedtemann;;female;1975-04-13;91625;Schnelldorf;Bayern;SK;0;SK
2007002;Fallon;Mickeley;;male;1975-04-11;72144;DuĂźlingen;Baden-WĂĽrttemberg;SK;0;SK
2009865;Efe;Konratt;;female;1975-04-10;99100;Dachwig;ThĂĽringen;AT;2;AT
2003168;Doro;von Rimscha;;female;1975-04-08;70180;Stuttgart Stuttgart-SĂĽd;Baden-WĂĽrttemberg;SK;0;SK
2007480;Isioma;Rheinholz;;female;1975-04-05;65604;Elz;Hessen;AT;2;AT
2007889;Feliz;Teigeler;;female;1975-04-05;74076;Heilbronn;Baden-WĂĽrttemberg;SK;0;SK
2008864;Sudais;Schimkuss;;male;1975-04-04;1728;Bannewitz;Sachsen;DE;1;DE
2008702;Austra;Stockums;;female;1975-03-30;22301;Hamburg;Hamburg;AT;2;AT
2004033;Michelina;Oppler;;female;1975-03-22;54675;Lahr;Rheinland-Pfalz;DE;1;DE
2001824;Sophia-Chantal;Noee;;female;1975-03-22;4319;Leipzig;Sachsen;SK;0;SK
2009932;Laure;Kerstner;;female;1975-03-16;7973;Greiz;ThĂĽringen;SK;0;SK
2007378;Scarlett;Thielmeier;;female;1975-03-12;30559;Hannover;Niedersachsen;SK;0;SK
2009179;Wilma;Kreuthmaier;;female;1975-03-07;17039;Neddemin;Mecklenburg-Vorpommern;SK;0;SK
2002668;Silyanov;SchĂĽrmers;;male;1975-03-06;16278;Biesenbrow;Brandenburg;SK;0;SK
2009848;Simina;Weissbarth;;female;1975-03-04;16798;FĂĽrstenberg/Havel;Brandenburg;SK;0;SK
2007164;Leny;Haus;;female;1975-02-26;26169;Friesoythe;Niedersachsen;DE;1;DE
2006783;Lika;Zoellner;;female;1975-02-21;24876;Hollingstedt;Schleswig-Holstein;SK;0;SK
2008345;Wangui;Krugjohann;;female;1975-02-20;8352;PĂ¶hla;Sachsen;DE;1;DE
2001694;Hanns;Meklenborg;;male;1975-02-19;66879;Niedermohr;Rheinland-Pfalz;SK;0;SK
2006600;Aleslam;Siewerth;;male;1975-02-17;6179;Zscherben;Sachsen-Anhalt;AT;2;AT
