CID;Meno/Priezvisko;Priezvisko;Tituly;pohlavie;Datum narodenia;Adresa;Danovy domicil;Stĺpec2;Stĺpec3
30007235;Alvo;DreĂź;;muž;30.9.1943;IbbenbĂĽren ,Nordrhein-Westfalen, 49479;SK;0;SK
30000681;Harvir;Frentzen;;muž;17.10.1943;GrĂĽnkraut ,Baden-WĂĽrttemberg, 88287;DE;1;DE
30007737;Romav;Vasilenko;;žena;12.11.1943;Wusterwitz ,Brandenburg, 14789;DE;1;DE
30009600;Raspeet;Rudolph;;muž;28.11.1943;Schwabhausen ,ThĂĽringen, 99869;AT;2;AT
30008134;ChĂ˘u;Altiner;;žena;3.12.1943;Eppenbrunn ,Rheinland-Pfalz, 66957;DE;1;DE
30007524;Lui;Langnikel;;muž;14.12.1943;Stuttgart ,Baden-WĂĽrttemberg, 70197;DE;1;DE
30002596;Pashev;Dreehsen;;muž;15.12.1943;Bilshausen ,Niedersachsen, 37434;DE;1;DE
30003991;Sunullah;Naubereit;;muž;28.12.1943;Friedeburg ,Sachsen-Anhalt, 6347;DE;1;DE
30004867;Simona;Pietrzack;;žena;12.1.1944;Zeckerin ,Brandenburg, 3249;SK;0;SK
30006856;FlĂłra;Finck;;žena;22.1.1944;Bodelshausen ,Baden-WĂĽrttemberg, 72411;AT;2;AT
30002671;Sora;Janousek;;žena;18.2.1944;Waddeweitz Kiefen ,Niedersachsen, 29496;AT;2;AT
30006599;Olawumi;Johannigsmeier;;muž;2.3.1944;Wilhelmshaven ,Niedersachsen, 26388;AT;2;AT
30000300;Fyn;Dietlmeier;;muž;14.3.1944;GĂ¶nnersdorf ,Rheinland-Pfalz, 54584;DE;1;DE
30006909;Osarugue;Heuschmid;;žena;14.4.1944;UntermĂĽnkheim ,Baden-WĂĽrttemberg, 74547;SK;0;SK
30007999;Denisa;Akyigit;;žena;28.4.1944;Augsburg ,Bayern, 86167;AT;2;AT
30006362;Mathieu;GroĂźklaus;;muž;5.5.1944;MaierhĂ¶fen ,Bayern, 88167;DE;1;DE
30007534;Mahmud-Jundullah;Getzlaff;;muž;16.5.1944;LĂĽtau ,Schleswig-Holstein, 21483;AT;2;AT
30009775;Alois;HanĂźe;;muž;26.5.1944;Schwarzenbach an der Saale ,Bayern, 95126;AT;2;AT
30002594;El-Din;Nefgen;;muž;2.6.1944;Ponnsdorf ,Brandenburg, 3238;SK;0;SK
30002678;Editha-Mathild;Peierl;;žena;15.6.1944;Ludwigshafen am Rhein ,Rheinland-Pfalz, 67061;AT;2;AT
30009825;Josch;Grigoleit;;muž;19.6.1944;SteinhĂ¶fel Tempelberg ,Brandenburg, 15518;SK;0;SK
30007625;Noralie;Wigandt;;žena;30.6.1944;Belm ,Niedersachsen, 49191;SK;0;SK
30008522;Arwed;Kordt;;muž;17.7.1944;Ratzert ,Rheinland-Pfalz, 57614;AT;2;AT
30006764;Ĺžeyma;Tenbusch;;žena;18.7.1944;Langensalzwedel ,Sachsen-Anhalt, 39590;SK;0;SK
30008111;Darina;Kaynak;;žena;16.8.1944;Steffenberg ,Hessen, 35239;AT;2;AT
30008303;Bartu;MĂ¶nkemeier;;muž;20.8.1944;CrĂ¶lpa-LĂ¶bschĂĽtz ,Sachsen-Anhalt, 6628;DE;1;DE
30003889;Claude;Sprunger;;muž;6.9.1944;Breitenburg ,Schleswig-Holstein, 25524;AT;2;AT
30003013;Alisaar;Kocaaslan;;žena;12.11.1944;Augsburg ,Bayern, 86156;AT;2;AT
30001835;Harman;Kohnle;;žena;25.11.1944;Empfertshausen ,ThĂĽringen, 36452;DE;1;DE
30005940;Juli;Witzorke;;žena;29.11.1944;Kaiserslautern ,Rheinland-Pfalz, 67661;DE;1;DE
30005129;Tuulikki;Bramenkamp;;žena;10.12.1944;Hermsdorf/Erzgebirge ,Sachsen, 1776;DE;1;DE
30001628;Mailin-Manjula;SchlĂ¶voigt;;žena;6.1.1945;Hetzenhausen ,Bayern, 85376;SK;0;SK
30003552;Chidiebere;Schleevoigt;;muž;2.2.1945;Berlin ,Berlin, 13129;SK;0;SK
30000973;Luisa;KĂ¶mĂĽrcĂĽ;;žena;2.3.1945;Geseke ,Nordrhein-Westfalen, 59590;AT;2;AT
30007592;Ayotomiwa;Woicik;;muž;6.4.1945;Sankt Goar ,Rheinland-Pfalz, 56329;SK;0;SK
30004667;Georgievich;WeiĂźfinger;;muž;6.4.1945;Nordheim ,Baden-WĂĽrttemberg, 74226;SK;0;SK
30004662;Zuri;Ropert;;muž;8.5.1945;Neubarnim ,Brandenburg, 15324;AT;2;AT
30007882;Kiko;Hofmans;;žena;16.5.1945;StraĂźkirchen ,Bayern, 94342;AT;2;AT
30005923;Jule;SchwĂ¤ger;;žena;17.5.1945;FarnstĂ¤dt ,Sachsen-Anhalt, 6279;AT;2;AT
30005140;Franceska;Hintzpeter;;žena;13.6.1945;Dirlewang ,Bayern, 87742;SK;0;SK
30007871;Benny;Yasli;;muž;24.6.1945;Garz ,Sachsen-Anhalt, 39524;AT;2;AT
30006787;SergeeviÄŤ;Nietzsche;;muž;4.7.1945;Nellingen ,Baden-WĂĽrttemberg, 89191;DE;1;DE
30000835;Moshe;Barge;;muž;5.7.1945;Reckenroth ,Rheinland-Pfalz, 56370;SK;0;SK
30009247;Fankaov;Kleinhansl;;muž;2.9.1945;Medebach ,Nordrhein-Westfalen, 59964;SK;0;SK
30007506;Galo;Steffanides;;muž;18.10.1945;GroĂź Schacksdorf-Simmersdorf ,Brandenburg, 3149;DE;1;DE
30009954;Guido;Brendlmaier;;muž;14.12.1945;Volkerode ,ThĂĽringen, 37308;DE;1;DE
30006173;Naura;Gebensleben;;žena;4.1.1946;Keidelheim ,Rheinland-Pfalz, 55471;DE;1;DE
30002155;Leann;Wehkind;;muž;10.1.1946;MĂ¶nchengladbach ,Nordrhein-Westfalen, 41199;SK;0;SK
30009285;Aiefrata;Dopfer;;žena;2.2.1946;Neuerstadt ,Sachsen-Anhalt, 6926;DE;1;DE
30003148;Willis;Fernkorn;;muž;16.2.1946;Laaber ,Bayern, 93164;AT;2;AT
30009117;EgoroviÄŤ;Laemmerhirt;;muž;4.3.1946;Delingsdorf ,Schleswig-Holstein, 22929;AT;2;AT
30003921;Lina-Liya;Jensen;;žena;16.4.1946;Brohm ,Mecklenburg-Vorpommern, 17099;SK;0;SK
30003206;Selwer;Pollchristoph;;žena;8.6.1946;NĂĽrnberg ,Bayern, 90411;SK;0;SK
30002485;Kaydee;BĂ¶kenkĂ¶tter;;žena;20.6.1946;Ruppertsecken ,Rheinland-Pfalz, 67808;AT;2;AT
30007508;Vik;JĂĽster;;žena;3.7.1946;Epfenbach ,Baden-WĂĽrttemberg, 74925;DE;1;DE
30001299;Majd;Neckels;;muž;14.7.1946;Breitenthal ,Rheinland-Pfalz, 55758;SK;0;SK
30007326;Zac;Balczulat;;muž;16.7.1946;Pirmasens ,Rheinland-Pfalz, 66955;SK;0;SK
30003586;Adelina-Alena;Schmiedhuber;;žena;27.7.1946;Renchen ,Baden-WĂĽrttemberg, 77871;AT;2;AT
30000047;Koda;Tettschlag;;muž;1.11.1946;Nonnweiler ,Saarland, 66620;SK;0;SK
30009818;Qingya;van Wilgen;;žena;2.11.1946;Golbitz ,Sachsen-Anhalt, 6420;SK;0;SK
30003067;Lia-Luise;Sackschewski;;žena;17.12.1946;Wimsheim ,Baden-WĂĽrttemberg, 71299;DE;1;DE
30008966;Rune;Rautenstock;;muž;21.12.1946;Hirschfeld ,Rheinland-Pfalz, 55483;AT;2;AT
30006517;Wendolin;Ullemeyer;;muž;28.12.1946;MĂĽnchen ,Bayern, 80995;AT;2;AT
30009729;Bint-Issa;Warning;;žena;29.1.1947;Brebel ,Schleswig-Holstein, 24392;SK;0;SK
30001096;Adla;Graufogl;;žena;11.2.1947;Grillenberg ,Sachsen-Anhalt, 6528;AT;2;AT
30003036;Livius;Naeher;;muž;16.2.1947;Isseroda ,ThĂĽringen, 99428;AT;2;AT
30008202;Massimiliano;Hirse;;muž;10.4.1947;Kell am See ,Rheinland-Pfalz, 54427;DE;1;DE
30000466;Sora;Kallwelis;;žena;14.5.1947;Dransfeld ,Niedersachsen, 37127;AT;2;AT
30007593;Cassiopeia;Bierman;;žena;18.5.1947;Haselau ,Schleswig-Holstein, 25489;DE;1;DE
30009808;Jake;Kazmarcik;;muž;25.5.1947;MarienmĂĽnster ,Nordrhein-Westfalen, 37696;AT;2;AT
30007046;Imutiyan;Kusterer;;muž;28.5.1947;Sipplingen ,Baden-WĂĽrttemberg, 78354;SK;0;SK
30009280;Pino;Altintas;;muž;5.6.1947;Schlegel ,Sachsen, 2788;AT;2;AT
30003728;Yuseong;Petersmeier;;muž;6.6.1947;Hardegsen ,Niedersachsen, 37181;DE;1;DE
30004954;Kyler;Evrard;;žena;26.6.1947;Remseck am Neckar ,Baden-WĂĽrttemberg, 71686;AT;2;AT
30002915;Creszentia;KrĂ¤utler;;žena;4.7.1947;Cham ,Bayern, 93413;DE;1;DE
30002204;Ginny;Seevert;;žena;13.7.1947;Zinna ,Sachsen, 4860;SK;0;SK
30009124;Lysiann;Kneuer;;žena;15.7.1947;Efringen-Kirchen ,Baden-WĂĽrttemberg, 79588;SK;0;SK
30003239;Seren;KlĂ¶sser;;žena;14.8.1947;Bennhausen ,Rheinland-Pfalz, 67808;DE;1;DE
30000440;Raad;LindhĂĽber;;muž;24.8.1947;SchĂ¶nfeld ,Sachsen-Anhalt, 39524;DE;1;DE
30002780;Osatohanwea;Rumejko;;muž;11.9.1947;Hisel ,Rheinland-Pfalz, 54646;DE;1;DE
30008743;Romi;BĂ¶ddecker;;žena;20.10.1947;Pielenhofen ,Bayern, 93188;AT;2;AT
30003774;Ivanov;KĂĽhlwein;;muž;20.10.1947;Doberschau-GauĂźig ,Sachsen, 1877;DE;1;DE
30002462;Thongsan;Hoffstadt;;žena;18.11.1947;Kevelaer ,Nordrhein-Westfalen, 47625;DE;1;DE
30008551;Aksinia;Stadlmeyer;;žena;16.1.1948;Nordhorn ,Niedersachsen, 48527;DE;1;DE
30001949;Amando;GĂ¤sslein;;muž;5.2.1948;Domersleben ,Sachsen-Anhalt, 39164;AT;2;AT
30003696;Noura-Cataleya;StechmĂĽller;;žena;6.2.1948;Bellstedt ,ThĂĽringen, 99713;SK;0;SK
30007916;PenelopĂ©;von Oettel;;žena;13.2.1948;Merching ,Bayern, 86504;DE;1;DE
30003744;Audrey;Trauthwein;;žena;16.2.1948;Dollern ,Niedersachsen, 21739;DE;1;DE
30009761;Liah-Rose;Jekabsons;;žena;25.3.1948;Pfullendorf ,Baden-WĂĽrttemberg, 88630;SK;0;SK
30003872;Kassia;Juncker;;žena;29.3.1948;Fahrbinde ,Mecklenburg-Vorpommern, 19288;DE;1;DE
30007722;Shoshana;Ibis;;žena;10.4.1948;Essen ,Nordrhein-Westfalen, 45239;AT;2;AT
30008857;Anino;Mayer;;muž;12.4.1948;Aurich Brockzetel ,Niedersachsen, 26605;AT;2;AT
30004874;Arlet;Rupprechter;;žena;1.6.1948;Achtrup ,Schleswig-Holstein, 25917;AT;2;AT
30000110;Ionela;Sadtler;;žena;5.6.1948;Gundremmingen ,Bayern, 89355;SK;0;SK
30006193;Maybell;Tonnius;;žena;21.6.1948;Rosenheim ,Bayern, 83022;DE;1;DE
30003149;Nuray;Gursky;;muž;26.7.1948;GroĂźfahner ,ThĂĽringen, 99100;DE;1;DE
30007164;Djenifa;Zegebart;;žena;27.7.1948;Wredenhagen ,Mecklenburg-Vorpommern, 17209;SK;0;SK
30006098;Caspar;Rohrmayer;;muž;3.8.1948;Herschweiler-Pettersheim ,Rheinland-Pfalz, 66909;DE;1;DE
30003020;Milosav;Simat;;muž;12.8.1948;Oberahr ,Rheinland-Pfalz, 56414;DE;1;DE
30009374;Sarosh;Ivanov;;muž;31.8.1948;Mlode ,Brandenburg, 3205;SK;0;SK
30000816;Jadiel;Mikolat;;muž;29.9.1948;Hude (Oldenburg) ,Niedersachsen, 27798;AT;2;AT
30002387;don;Gierlich;;muž;14.10.1948;Borkheide ,Brandenburg, 14822;DE;1;DE
30006956;Jarne;Oestreicher;;muž;5.12.1948;Wendlingen am Neckar ,Baden-WĂĽrttemberg, 73240;SK;0;SK
30000284;Alicia-Shayen;Buche;;žena;8.12.1948;Auderath ,Rheinland-Pfalz, 56766;AT;2;AT
30001549;Ahum;Schirbe;;muž;9.12.1948;Oberkirn ,Rheinland-Pfalz, 55624;AT;2;AT
30004978;Jiawei;Meiboom;;muž;25.12.1948;Sontra ,Hessen, 36205;DE;1;DE
30005543;Azarim;Hoefkens;;muž;1.1.1949;ButtstĂ¤dt ,ThĂĽringen, 99628;DE;1;DE
30002522;Kane;Laembgen;;muž;6.1.1949;Berlin ,Berlin, 12099;SK;0;SK
30000740;Sabahat;Ender;;žena;27.1.1949;Buchen (Odenwald) ,Baden-WĂĽrttemberg, 74722;AT;2;AT
30003241;Hayrullah;Tielkes;;muž;3.2.1949;Eislingen/Fils ,Baden-WĂĽrttemberg, 73054;SK;0;SK
30009936;Lia-Eleni;GeiĂźhirt;;žena;8.2.1949;Beidenfleth ,Schleswig-Holstein, 25573;AT;2;AT
30004208;Nisa;Butchereit;;žena;11.2.1949;Dietramszell ,Bayern, 83623;AT;2;AT
30001340;Kyerewah;Grohnmeier;;žena;13.2.1949;MĂĽgeln ,Sachsen, 4769;DE;1;DE
30003274;Lenie;Heering;;žena;16.3.1949;Kirchberg an der Jagst ,Baden-WĂĽrttemberg, 74592;DE;1;DE
30005630;SergĂ¬jvna;Berhardt;;žena;17.3.1949;Neustadt in Holstein ,Schleswig-Holstein, 23730;SK;0;SK
30000356;Ilyanova;HĂ¶rdle;;žena;20.3.1949;Bad Kleinen ,Mecklenburg-Vorpommern, 23996;AT;2;AT
30009478;Ebru;Eisenhuth;;žena;15.4.1949;Nieby ,Schleswig-Holstein, 24395;AT;2;AT
30001440;Kennah;Koenigbauer;;žena;14.5.1949;Wallenfels ,Bayern, 96346;DE;1;DE
30003219;Stanley;BĂ¶heim;;muž;15.5.1949;Kirchworbis ,ThĂĽringen, 37339;SK;0;SK
30000119;Laora-Lane;Svoboda;;žena;28.5.1949;Neuzelle Bahro ,Brandenburg, 15898;DE;1;DE
30003194;Levana;GĂ¶ddecke;;žena;29.8.1949;Helferskirchen ,Rheinland-Pfalz, 56244;AT;2;AT
30000121;Lam;Bernott;;žena;2.9.1949;Brohl ,Rheinland-Pfalz, 56754;SK;0;SK
30003424;Tidiane;Jakubus;;muž;25.9.1949;Steinbach-Hallenberg ,ThĂĽringen, 98587;SK;0;SK
30002309;Lilli-Friederike;Haenzel;;žena;16.10.1949;Stuttgart Hohenheim ,Baden-WĂĽrttemberg, 70599;SK;0;SK
30008342;Vulong;Wastlbauer;;muž;26.10.1949;Stetten ,Bayern, 87778;AT;2;AT
30007039;Isidore;Siedenhans;;muž;17.11.1949;Essen ,Nordrhein-Westfalen, 45136;SK;0;SK
30008198;GĂĽlĹźah;Paulukat;;žena;23.11.1949;GroĂźweitzschen ,Sachsen, 4720;AT;2;AT
30009576;Akasha;TheeĂź;;žena;27.11.1949;NeiĂźeaue ,Sachsen, 2829;SK;0;SK
30008373;Maybelle;Pistner;;žena;12.12.1949;GroĂź Kienitz ,Brandenburg, 15831;SK;0;SK
30004028;Jorin;Proebstl;;muž;19.12.1949;WeiĂźensee ,ThĂĽringen, 99631;DE;1;DE
30003438;Egon;Maurmeier;;muž;1.1.1950;Naumburg ,Hessen, 34311;SK;0;SK
30009733;Kelani;Clusmann;;žena;18.2.1950;Marburg ,Hessen, 35041;SK;0;SK
30005586;AlexeyeviÄŤ;KĂĽnstner;;muž;21.2.1950;Oberkochen ,Baden-WĂĽrttemberg, 73447;AT;2;AT
30009438;Cinderella;HammĂ¤cher;;žena;28.2.1950;Euerbach ,Bayern, 97502;SK;0;SK
30002228;Ariyan;Weitcamp;;muž;28.2.1950;Vierkirchen ,Sachsen, 2894;SK;0;SK
30005647;Soufian;ter Schmitten;;muž;5.3.1950;Riedlingen ,Baden-WĂĽrttemberg, 88499;AT;2;AT
30006492;Arun;Severidt;;muž;7.3.1950;Dorum ,Niedersachsen, 27639;AT;2;AT
30000940;Lutz;BĂĽchsenschĂĽtz;;muž;11.3.1950;Kamern ,Sachsen-Anhalt, 39524;SK;0;SK
30002302;Tyla;Wintermeir;;žena;6.4.1950;Lamstedt ,Niedersachsen, 21769;AT;2;AT
30003160;Miyu;Wagner;;žena;21.4.1950;Wittbek ,Schleswig-Holstein, 25872;AT;2;AT
30004329;Hayal;Lindenberger;;žena;15.6.1950;Gauting ,Bayern, 82131;AT;2;AT
30008934;Macerius;Mittelmeier;;muž;5.7.1950;Reichersbeuern ,Bayern, 83677;SK;0;SK
30003381;Hanyel;Koehler;;muž;23.7.1950;Ruhmannsfelden ,Bayern, 94239;DE;1;DE
30000960;Jedrick;Thanel;;muž;24.8.1950;UnterwĂ¶ssen ,Bayern, 83246;SK;0;SK
30003942;Pamina;von Siegfried;;žena;25.8.1950;Hitzacker Hitzacker ,Niedersachsen, 29456;AT;2;AT
30008405;Askelad;von Kalinowski;;muž;8.9.1950;Irlbach ,Bayern, 94342;SK;0;SK
30003037;Liya-SĂĽndĂĽz;GrĂ¶nfeldt;;žena;18.9.1950;Ahlum ,Sachsen-Anhalt, 38489;SK;0;SK
30006109;Bilyana;KĂĽnzeler;;žena;23.9.1950;Kirchseeon ,Bayern, 85614;SK;0;SK
30009957;Massa;KrĂĽgel;;žena;9.11.1950;EggstĂ¤tt ,Bayern, 83125;SK;0;SK
30001692;Sefi;Tessmar;;žena;29.11.1950;EichstĂ¤tt ,Bayern, 85072;SK;0;SK
30006071;Taiel;Hundermark;;muž;6.12.1950;Essen ,Nordrhein-Westfalen, 45277;AT;2;AT
30009572;Jeremy-Tayler;Wondracek;;muž;8.12.1950;Schmachtenhagen ,Brandenburg, 16515;AT;2;AT
30005502;Jun-An;Hoffschlag;;muž;22.12.1950;Drosa ,Sachsen-Anhalt, 6369;DE;1;DE
30001197;Sadi;Roskamm;;muž;26.12.1950;Engstingen ,Baden-WĂĽrttemberg, 72829;SK;0;SK
30004449;Zubeyr;Nikolaisen;;muž;30.1.1951;Ziethen ,Brandenburg, 16247;AT;2;AT
30007114;Mia-Yela;Littwack;;žena;1.4.1951;Heinrichsberg ,Sachsen-Anhalt, 39326;DE;1;DE
30003112;Meryem-Aziza;Wlodarcak;;žena;6.4.1951;Landensberg ,Bayern, 89361;DE;1;DE
30004631;Nerlyssa;Fuenfgeld;;žena;29.4.1951;Wulften ,Niedersachsen, 37199;DE;1;DE
30005165;Timo-Andy;Goralzyk;;muž;24.5.1951;Obernzenn ,Bayern, 91619;AT;2;AT
30002590;Fabius;HĂĽltscher;;muž;8.6.1951;Dauchingen ,Baden-WĂĽrttemberg, 78083;SK;0;SK
30005901;ManasoviÄŤ;von Michael;;muž;14.7.1951;Langenlehsten ,Schleswig-Holstein, 21514;SK;0;SK
30002103;Leonid;Radschuweit;;muž;14.7.1951;Planetal ,Brandenburg, 14806;SK;0;SK
30001505;Zuleykha;Beverung;;žena;15.7.1951;Calw ,Baden-WĂĽrttemberg, 75365;DE;1;DE
30006930;Mik;HĂ¶roldt;;muž;19.7.1951;Vestenbergsgreuth ,Bayern, 91487;AT;2;AT
30008018;Yoona;Weinhold;;žena;22.8.1951;Tauer ,Brandenburg, 3185;AT;2;AT
30007771;Jaden-Imani;Bredtschneider;;muž;16.9.1951;Niederweis ,Rheinland-Pfalz, 54668;DE;1;DE
30001767;Abebe;Stauder;;muž;19.9.1951;Eiterfeld ,Hessen, 36132;SK;0;SK
30000578;Huy;Frericks;;žena;23.9.1951;Ihlow ,Brandenburg, 15377;DE;1;DE
30002094;JĂłzsef;Wittlich;;muž;15.11.1951;Berlin ,Berlin, 12459;AT;2;AT
30004716;Liselle;Hintermayer;;žena;23.11.1951;Mitterskirchen ,Bayern, 84335;DE;1;DE
30000702;Avraham;van den Bosch;;muž;8.12.1951;Schmedeswurth ,Schleswig-Holstein, 25724;SK;0;SK
30009610;Hinata;BorngĂ¤sser;;žena;24.1.1952;GroĂźheide Westerende ,Niedersachsen, 26532;SK;0;SK
30003865;GintarÄ—;Wiezorrek;;žena;1.2.1952;KrĂ¶v ,Rheinland-Pfalz, 54536;SK;0;SK
30000398;Lykke;Meierdrees;;muž;5.2.1952;Flein ,Baden-WĂĽrttemberg, 74223;DE;1;DE
30004063;AgnĂ¨s;Geiseler;;žena;7.3.1952;Aschaffenburg ,Bayern, 63743;AT;2;AT
30004525;Mayenne;Pfankuchen;;žena;12.3.1952;Unterschwaningen ,Bayern, 91743;AT;2;AT
30004807;Rohan;Kampschroer;;muž;25.3.1952;Hamburg ,Hamburg, 20355;AT;2;AT
30009874;Marimo;Schreiner;;muž;1.4.1952;Neckartenzlingen ,Baden-WĂĽrttemberg, 72654;AT;2;AT
30005578;Florentina;Jankat;;žena;4.4.1952;Otterbach ,Rheinland-Pfalz, 67731;SK;0;SK
30002658;Ajdan;MĂ¶nchmeyer;;muž;14.5.1952;BĂ¶ddensell ,Sachsen-Anhalt, 39359;AT;2;AT
30003113;Rosine;Holzwardt;;žena;2.6.1952;Stadtroda ,ThĂĽringen, 7646;SK;0;SK
30003362;Devonte;KĂ¤rcher;;muž;20.6.1952;Bruck ,Bayern, 85567;SK;0;SK
30004787;Suha;Abeles;;žena;18.7.1952;Thelkow ,Mecklenburg-Vorpommern, 18195;AT;2;AT
30008413;Sinja;Rothkugel;;žena;5.8.1952;Hamburg Bergstedt ,Hamburg, 22395;AT;2;AT
30006214;Trisha;Wasserkamp;;žena;6.8.1952;Emeringen ,Baden-WĂĽrttemberg, 88499;AT;2;AT
30003635;Emil-Louis;NonnengĂ¤sser;;muž;8.8.1952;Hamburg ,Hamburg, 22607;SK;0;SK
30007014;Erdzhan;Koth;;žena;30.8.1952;FichtenhĂ¶he Carzig ,Brandenburg, 15326;SK;0;SK
30001554;Dela;Cygan;;muž;27.9.1952;Weinsheim ,Rheinland-Pfalz, 55595;SK;0;SK
30006317;Hristinova;Janick;;žena;27.10.1952;Neubrandenburg ,Mecklenburg-Vorpommern, 17033;AT;2;AT
30006704;Gerrit;Klingenberg;;muž;8.11.1952;Schieren ,Schleswig-Holstein, 23795;SK;0;SK
30000724;Talulah;Noelder;;žena;19.11.1952;KĂ¶tzting ,Bayern, 93444;SK;0;SK
30000992;Mopelola;Fladung;;žena;4.12.1952;Olbersleben ,ThĂĽringen, 99628;AT;2;AT
30004614;Lias;Engelmayr;;muž;24.12.1952;Sande Sanderbusch ,Niedersachsen, 26452;DE;1;DE
30002789;Sinem;Kloeser;;žena;3.1.1953;GrĂ¶mbach ,Baden-WĂĽrttemberg, 72294;AT;2;AT
30004075;Salime;Battermann;;žena;9.1.1953;Schleiz ,ThĂĽringen, 7907;AT;2;AT
30009439;CecĂ­lia;Schoenijahn;;žena;16.1.1953;Gielow ,Mecklenburg-Vorpommern, 17139;AT;2;AT
30001867;Ferhan;GĂĽrbĂĽz;;žena;19.1.1953;Duisburg ,Nordrhein-Westfalen, 47239;AT;2;AT
30006980;Jehuda;Pflugner;;muž;21.1.1953;Gillersdorf ,ThĂĽringen, 98701;SK;0;SK
30002497;Elisheva;Novikov;;žena;24.1.1953;SchĂ¶nbrunn ,Baden-WĂĽrttemberg, 69436;SK;0;SK
30002229;Mihailova;Daiderich;;žena;17.2.1953;EinĂ¶llen ,Rheinland-Pfalz, 67753;AT;2;AT
30006070;Lorian;Caspereit;;muž;12.3.1953;WĂ¶lpinghausen Schmužnbruch-Windhorn ,Niedersachsen, 31556;SK;0;SK
30005311;Susanoo;Pape;;muž;6.4.1953;Goldisthal ,ThĂĽringen, 98746;DE;1;DE
30007136;Wondafrash;Demirkol;;žena;10.4.1953;GreuĂźenheim ,Bayern, 97259;DE;1;DE
30002530;Qazim;Bahrdt;;muž;18.4.1953;Elbtal ,Hessen, 65627;DE;1;DE
30009660;Junus;Rademachers;;muž;21.5.1953;Puchheim ,Bayern, 82178;AT;2;AT
30006499;Tasmin;Strauchmann;;žena;12.6.1953;Bullay ,Rheinland-Pfalz, 56859;AT;2;AT
30003003;Talu;Sifert;;žena;23.6.1953;Unterkirnach ,Baden-WĂĽrttemberg, 78089;SK;0;SK
30001320;Liria;Dincklage;;žena;23.6.1953;Wesel ,Nordrhein-Westfalen, 46485;SK;0;SK
30006346;Nao;Roelfes;;muž;23.7.1953;Neumarkt-Sankt Veit ,Bayern, 84494;SK;0;SK
30001785;Charolotte;Kuffler;;žena;28.7.1953;Eichendorf ,Bayern, 94428;SK;0;SK
30007529;Jaydon;Stencel;;muž;28.8.1953;MĂĽsch ,Rheinland-Pfalz, 53533;AT;2;AT
30003763;Satomi;Kaczmarzik;;žena;6.9.1953;Volgfelde ,Sachsen-Anhalt, 39599;DE;1;DE
30004303;Sharifa;Pabstmann;;žena;19.9.1953;Olzheim ,Rheinland-Pfalz, 54597;SK;0;SK
30005004;Mohammedfouad;Kalnins;;muž;28.9.1953;Friedland Reudnitz ,Brandenburg, 15848;SK;0;SK
30000260;Erdin;Kuhlenkampff;;muž;30.9.1953;Basdahl ,Niedersachsen, 27432;SK;0;SK
30002271;Ayah;Adam;;žena;10.10.1953;Rauen ,Brandenburg, 15518;SK;0;SK
30004430;Petrov;KrauĂźhaar;;muž;21.10.1953;Ellenberg ,Rheinland-Pfalz, 55765;AT;2;AT
30000247;Jack;Lotze;;muž;26.10.1953;Hausen ,Bayern, 91353;AT;2;AT
30004152;Apostolos;Rauchfusz;;muž;29.10.1953;Horka ,Sachsen, 2923;AT;2;AT
30008724;Norwin;Haensl;;muž;4.11.1953;Allenbach ,Rheinland-Pfalz, 55758;DE;1;DE
30007030;Nicolaos;Moelchert;;muž;6.11.1953;Hardheim ,Baden-WĂĽrttemberg, 74736;SK;0;SK
30007243;Spencer-Newt;Nunamaker;;muž;8.11.1953;Dohm-Lammersdorf ,Rheinland-Pfalz, 54576;SK;0;SK
30009752;Kila;Fiedelers;;žena;11.11.1953;Salzgitter Lichtenberg ,Niedersachsen, 38228;DE;1;DE
30006481;Martsana;StĂ¶ckermann;;žena;17.1.1954;Elchweiler ,Rheinland-Pfalz, 55765;SK;0;SK
30005551;Lera;Liebgen;;žena;6.2.1954;Riedelberg ,Rheinland-Pfalz, 66484;SK;0;SK
30006689;Lujia;KĂ¶nze;;muž;5.3.1954;Niederelbert ,Rheinland-Pfalz, 56412;DE;1;DE
30004003;Amali;Takagi;;žena;7.3.1954;Brachwitz ,Sachsen-Anhalt, 6198;SK;0;SK
30002199;Peri;HĂ¤ringer;;žena;7.3.1954;Penkow ,Mecklenburg-Vorpommern, 17213;DE;1;DE
30004334;Sibylla;Thomaschofski;;žena;22.3.1954;Sankelmark ,Schleswig-Holstein, 24988;SK;0;SK
30008116;Bissan;Sari;;žena;4.4.1954;Ihlow Ludwigsdorf ,Niedersachsen, 26632;SK;0;SK
30007348;Eugenie;Wolfert;;žena;20.4.1954;Fulda ,Hessen, 36041;AT;2;AT
30004115;RĂ¶skva;Rauleder;;žena;4.6.1954;Schweickershausen ,ThĂĽringen, 98663;DE;1;DE
30001547;Patrick;Sensfelder;;muž;20.6.1954;Bissee ,Schleswig-Holstein, 24582;DE;1;DE
30001203;Yanko;Krautkremer;;muž;13.7.1954;Ailertchen ,Rheinland-Pfalz, 56459;SK;0;SK
30009162;Lisboa;Hertwig;;žena;14.7.1954;Stadtroda ,ThĂĽringen, 7646;DE;1;DE
30008042;Lisa;Koneczny;;žena;20.7.1954;Dannenberg (Elbe) Dambeck ,Niedersachsen, 29451;DE;1;DE
30005818;Ebrahima;Reichardt;;muž;13.8.1954;Karlsdorf ,ThĂĽringen, 7646;DE;1;DE
