CID;Meno/Priezvisko;Priezvisko;Tituly pred;Pohlavie;Datum narodenia;PSČ;Mesto;Kraj;Danovy domicil2
60005657;Konstantinovna;Teslov;;žena;12.04.1970;18246;Neuendorf;Mecklenburg-Vorpommern;DE
60001858;Opoku;Rheinholz;;muž;12.04.1985;38486;Ristedt;Sachsen-Anhalt;DE
60004479;NĂşria;Thomaschewsky;;žena;12.04.1999;9477;JĂ¶hstadt;Sachsen;DE
60002815;Denisa;Sakschewsky;;žena;12.04.1932;54689;Irrhausen;Rheinland-Pfalz;DE
60007260;Amouni;Muehlner;;žena;12.04.1940;80807;MĂĽnchen;Bayern;DE
60001744;Masal;WullschlĂ¤ger;;žena;12.04.1942;27499;Hamburg Neuwerk;Hamburg;DE
60004905;Elisabeth;Woizik;;žena;12.04.1960;27308;Kirchlinteln;Niedersachsen;DE
60002862;Ahsennur;Liebehenze;;žena;12.04.1968;15859;Rieplos;Brandenburg;DE
60009728;Hadeel;Schoute;;žena;12.04.1988;16348;Ruhlsdorf;Brandenburg;DE
60007513;Esilya;Tautriem;;žena;12.04.1952;4928;DĂ¶llingen;Brandenburg;DE
60009604;EnaĂ«l;von Poppe;;muž;12.04.1962;98634;HĂĽmpfershausen;ThĂĽringen;DE
60001544;Raffaela;Meinerzhagen;;žena;12.04.1982;38486;DĂ¶nitz;Sachsen-Anhalt;DE
60001037;Johanna-Sophia;Kowaczek;;žena;12.04.1995;88515;Langenenslingen;Baden-WĂĽrttemberg;DE
60007179;Abolfazl;Stamer;;muž;12.04.1937;54570;Kirchweiler;Rheinland-Pfalz;DE
60001620;Huyá»n;Mei;;žena;12.04.1977;4769;Naundorf;Sachsen;DE
60005509;Vitalia;MeyerjĂĽrgens;;žena;12.04.1980;23749;Grube;Schleswig-Holstein;DE
60008335;Yorik;Heiligentag;;muž;12.05.1927;31558;Hagenburg;Niedersachsen;DE
60000844;Luca;Doerfler;;žena;12.05.1928;57076;Siegen;Nordrhein-Westfalen;DE
60002698;Yoram;Heibrock;;muž;12.05.1932;98646;Trostadt;ThĂĽringen;DE
60001066;Castiel;Kralick;;muž;12.05.1975;19309;Mellen;Brandenburg;DE
60003046;Kurtlyn;Gseller;;žena;12.05.1980;45892;Gelsenkirchen;Nordrhein-Westfalen;DE
60004064;Shinenila;HĂ¤rtkorn;;žena;12.05.2006;75389;Neuweiler;Baden-WĂĽrttemberg;DE
60002659;Hartmann;Birnbach;;muž;12.05.2007;56244;Ă–tzingen;Rheinland-Pfalz;DE
60007004;Tsvetalinova;Oettle;;žena;12.05.1982;89129;Ă–llingen;Baden-WĂĽrttemberg;DE
60008864;Sarmad;Mitzloff;;žena;12.05.1984;33129;DelbrĂĽck;Nordrhein-Westfalen;DE
60003415;HonorĂ©;Schaffar;;muž;12.05.1997;65189;Wiesbaden;Hessen;DE
60003122;Su;FĂ¶llen;;žena;12.05.2004;94347;Ascha;Bayern;DE
60009919;Weingart;Lenzen;;muž;12.05.2005;31789;Hameln;Niedersachsen;DE
60002800;Marela;GroĂźklos;;žena;12.05.1938;55606;Oberhausen;Rheinland-Pfalz;DE
60009923;Delacaridad;Vollmary;;žena;12.05.1952;52146;WĂĽrselen;Nordrhein-Westfalen;DE
60008921;Curtis;Hofeditz;;muž;12.05.1965;29473;GĂ¶hrde Nadlitz;Niedersachsen;DE
60007528;Desmond;Kiessewetter;;muž;12.05.1990;75389;Neuweiler;Baden-WĂĽrttemberg;DE
60001925;Cayden;Schwagerus;;muž;12.05.1993;27248;Ehrenburg;Niedersachsen;DE
60006811;Hellen;Mikolasch;;žena;12.05.1998;85232;Bergkirchen;Bayern;DE
60001510;Ib;Voitle;;muž;12.05.1920;7819;Triptis;ThĂĽringen;DE
60004213;Else;Gerstemeyer;;žena;12.05.1932;76477;Elchesheim-Illingen;Baden-WĂĽrttemberg;DE
60000801;Lord;Klaesius;;muž;12.05.1945;34289;Zierenberg;Hessen;DE
60001929;Samantha-Leonie;Sybrecht;;žena;12.05.1947;73345;Drackenstein;Baden-WĂĽrttemberg;DE
60006587;Ă–zgĂĽr;Neweczerzal;;muž;12.05.1958;37632;Eschershausen;Niedersachsen;DE
60001124;Seyohn;Steck;;muž;12.05.1963;91795;Dollnstein;Bayern;DE
60006059;Ennie;Feiertag;;žena;12.05.1966;56867;Briedel;Rheinland-Pfalz;DE
60003572;Shahveer;Ewerhard;;muž;12.05.1968;82449;Uffing am Staffelsee;Bayern;DE
60004008;Rocio;Arslaner;;žena;12.05.1989;77933;Lahr/Schwarzwald;Baden-WĂĽrttemberg;DE
60004769;Ayah;Neimeijer;;žena;12.05.2004;17459;Ăśckeritz;Mecklenburg-Vorpommern;DE
60007509;LeoniĂ©;Prevoo;;žena;12.05.1925;20537;Hamburg Borgfelde;Hamburg;DE
60004250;Bilal;Burgmayer;;muž;12.05.1926;55487;Niedersohren;Rheinland-Pfalz;DE
60000209;Youri;Hoelzl;;muž;12.05.1931;57635;Fiersbach;Rheinland-Pfalz;DE
60005681;Aynur;Schindeldecker;;žena;12.05.1954;54317;Herl;Rheinland-Pfalz;DE
60000928;Leodegar;Wittmayer;;muž;12.05.1960;86381;Krumbach;Bayern;DE
60005791;Zamir;Hillesheim;;muž;12.05.1970;26446;Friedeburg Etzel;Niedersachsen;DE
60000088;Leilah;von den Berg;;žena;12.05.1983;37696;MarienmĂĽnster;Nordrhein-Westfalen;DE
60000334;ChĂ©kou;von Reichel;;muž;12.05.1990;15910;Kuschkow;Brandenburg;DE
60009273;Romiro;Gerhardsen;;muž;12.05.1929;57610;Ingelbach;Rheinland-Pfalz;DE
60003737;Sokol;Benes;;muž;12.05.1940;66919;Hettenhausen;Rheinland-Pfalz;DE
60002577;Iven-Thor;Spitzbarth;;muž;12.05.1942;73033;GĂ¶ppingen;Baden-WĂĽrttemberg;DE
60006756;Kumia;Kleih;;žena;12.05.1954;29416;Liesten;Sachsen-Anhalt;DE
60007456;Rodney;Tkaczenko;;muž;12.05.1956;41199;MĂ¶nchengladbach;Nordrhein-Westfalen;DE
60006795;Efe;Chevalier;;muž;12.05.1973;29471;Gartow Laasche;Niedersachsen;DE
60002424;Matias;Haensse;;muž;12.05.1981;22415;Hamburg HummelsbĂĽttel;Hamburg;DE
60003249;Sufia;Schmelzpfennig;;žena;12.05.1982;73271;Holzmaden;Baden-WĂĽrttemberg;DE
60004796;Emmi;FlotkĂ¶tter;;žena;12.05.1999;6686;GroĂźgĂ¶rschen;Sachsen-Anhalt;DE
60009992;Haya;Schuchart;;žena;12.05.1922;6198;Neutz-Lettewitz;Sachsen-Anhalt;DE
60009907;Gracilla;Larens;;žena;12.05.1923;23777;Heringsdorf;Schleswig-Holstein;DE
60003267;Cajus;Heitmeir;;muž;12.05.1935;49565;Bramsche;Niedersachsen;DE
60007047;Piya;RittmĂ¶ller;;žena;12.05.1955;23569;LĂĽbeck;Schleswig-Holstein;DE
60008880;Pema;WĂ¶llermann;;žena;12.05.1967;29456;Hitzacker Pussade;Niedersachsen;DE
60000584;Athra;WeinbĂ¶rner;;žena;12.05.1983;66996;Schindhard;Rheinland-Pfalz;DE
60009491;Lovis;Kallweitt;;žena;12.05.1991;22607;Hamburg Nienstedten;Hamburg;DE
60009946;Laurel;JĂĽrgenlohmann;;muž;12.05.1922;89191;Nellingen Oppingen;Baden-WĂĽrttemberg;DE
60002408;Zuri;Himmelsbach;;muž;12.05.1959;39359;Eickendorf;Sachsen-Anhalt;DE
60004327;Houefa;Hadamzick;;žena;12.05.1962;55768;HoppstĂ¤dten-Weiersbach;Rheinland-Pfalz;DE
60003170;Cleofe;Schafarik;;žena;12.05.1967;24235;Wendtorf;Schleswig-Holstein;DE
60009462;Thordis;Hammans;;žena;12.05.1986;93486;Runding;Bayern;DE
60009806;Hamit;DĂ¶ppenschmied;;muž;12.05.1990;16775;Schulzendorf;Brandenburg;DE
60002428;Andra;Nobars;;žena;12.05.2000;19386;Wahlstorf;Mecklenburg-Vorpommern;DE
60009281;John-Jamie;von Wysocki;;muž;12.05.2008;54456;Tawern;Rheinland-Pfalz;DE
60004630;Merin;KĂĽnstl;;žena;12.05.1922;76889;Kapsweyer;Rheinland-Pfalz;DE
60002243;Coleen;Navratyil;;žena;12.05.1934;39579;Dahlen;Sachsen-Anhalt;DE
60008946;Lavel;Nickles;;muž;12.05.1953;31714;Lauenhagen HĂĽlshagen;Niedersachsen;DE
60007713;Dominion;Goebe;;žena;12.05.2005;28209;Bremen;Bremen;DE
60003208;Erkinovna;Coolhaas;;žena;12.05.1928;29353;Ahnsbeck;Niedersachsen;DE
60005151;TĂĽlay;Tscheschlok;;žena;12.05.1931;16775;Blumenow;Brandenburg;DE
60002328;Maximilyan;Hesters;;muž;12.05.1982;38239;Salzgitter Watenstedt;Niedersachsen;DE
60004072;Tigran;Krtschmarsch;;muž;12.05.1998;8527;Plauen;Sachsen;DE
60009305;Orla;Werneke;;muž;12.05.2006;48477;HĂ¶rstel;Nordrhein-Westfalen;DE
60006572;Daliyah-Shahira;Canli;;žena;12.05.2009;26904;BĂ¶rger;Niedersachsen;DE
60000764;WeiĂź;Stocksiefen;;muž;13.01.1934;23936;Testorf-Steinfort;Mecklenburg-Vorpommern;DE
60008338;RomanoviÄŤ;Heldebrand;;muž;13.01.1938;6682;GrĂ¶ben;Sachsen-Anhalt;DE
60007321;Mailow;Kuns;;muž;13.01.1954;17089;Breest;Mecklenburg-Vorpommern;DE
60003951;Kleopatra;VĂ¶lkes;;žena;13.01.1954;29499;Zernien;Niedersachsen;DE
60001707;Flavjo;Dietle;;muž;13.01.1966;99759;Rehungen;ThĂĽringen;DE
60004193;Chimezie;Eisenschmid;;muž;13.01.1975;18184;Thulendorf;Mecklenburg-Vorpommern;DE
60004187;Eyla;Baltruszat;;žena;13.01.1976;19071;Grambow;Mecklenburg-Vorpommern;DE
60000301;Kaspar;Schroers;;muž;13.01.1989;56814;Beilstein;Rheinland-Pfalz;DE
60003233;Mudasir;Durkob;;muž;13.01.1989;74376;Gemmrigheim;Baden-WĂĽrttemberg;DE
60004516;Adnit;Schimmelpennig;;muž;13.01.2001;53520;Senscheid;Rheinland-Pfalz;DE
60008043;Macerius;StĂ¤ubli;;muž;13.01.2002;98749;Scheibe-Alsbach;ThĂĽringen;DE
60008416;Alamo;Kohlhausen;;muž;13.01.1951;99869;BrĂĽheim;ThĂĽringen;DE
60005699;Sasithorn;Jack;;žena;13.01.1951;89191;Nellingen Oppingen;Baden-WĂĽrttemberg;DE
60007041;Marlene;BrĂ¤udigam;;žena;13.01.1952;12167;Berlin;Berlin;DE
60000666;Shyheim;Wittekopf;;muž;13.01.1975;23701;Eutin;Schleswig-Holstein;DE
60001937;Illjan;BeckersjĂĽrgen;;muž;13.01.1977;19300;Steesow;Mecklenburg-Vorpommern;DE
60006250;Tien;Oechslein;;žena;13.01.1930;70567;Stuttgart;Baden-WĂĽrttemberg;DE
60001061;Jibriel;AblaĂźmaier;;muž;13.01.1957;91747;Westheim;Bayern;DE
60005202;Edis;Pergen;;žena;13.01.1960;97342;Marktsteft;Bayern;DE
60007765;Bakr;Schwarzhuber;;muž;13.01.1981;55481;Hecken;Rheinland-Pfalz;DE
60008788;Maioum;Mejcher;;žena;13.01.1942;1445;Radebeul;Sachsen;DE
60007453;Leo;Hendreich;;žena;13.01.1955;29482;KĂĽsten Saggrian;Niedersachsen;DE
60001057;Lotta-Valentina;Kuiper;;žena;13.01.1956;56332;LĂ¶f;Rheinland-Pfalz;DE
60007353;Sherin;Fleischner;;žena;13.01.1986;54636;Weidingen;Rheinland-Pfalz;DE
60004820;Tabassum;Wolferts;;žena;13.01.1990;7950;GĂ¶hren-DĂ¶hlen;ThĂĽringen;DE
60007320;Ayanda;Kettener;;žena;13.01.1999;25764;Wesselburener-Deichhausen;Schleswig-Holstein;DE
60005401;Martino;Groszer;;muž;13.01.2009;8393;SchĂ¶nberg;Sachsen;DE
60002431;Jeannina;Bozdemir;;žena;13.01.1923;30826;Garbsen;Niedersachsen;DE
60007073;Mizzi;OhlemĂĽller;;žena;13.01.1967;16928;Boddin-Langnow;Brandenburg;DE
60008295;Adhim;Ceyhan;;muž;13.01.1939;7551;Gera;ThĂĽringen;DE
60002984;Cajus;Varenholt;;muž;13.01.1978;4617;LĂ¶dla;ThĂĽringen;DE
60007306;Xhensila;Holtebrink;;žena;13.01.1998;84323;Massing;Bayern;DE
60003244;Evrim;Mark;;žena;13.01.2001;67258;HeĂźheim;Rheinland-Pfalz;DE
60002555;Lia-Nour;Janzon;;žena;13.01.2007;13583;Berlin;Berlin;DE
60007042;Ecesu;Kuhnert;;žena;13.01.1922;88289;Waldburg;Baden-WĂĽrttemberg;DE
60007756;Jan-Simon;Jakobson;;muž;13.01.1941;23923;SchĂ¶nberg;Mecklenburg-Vorpommern;DE
60004394;Lillianna;Ennulath;;žena;13.01.1945;90768;FĂĽrth;Bayern;DE
60008769;Olalekan;Ispir;;muž;13.01.1950;92699;Irchenrieth;Bayern;DE
60008075;Alparslan-Emin;EllsĂ¤Ăźer;;muž;13.01.1961;4603;Saara;ThĂĽringen;DE
60007914;Aseel;Dolezel;;žena;13.01.1979;90765;FĂĽrth;Bayern;DE
60005576;Gweth;Thomaschowski;;muž;13.01.1991;25718;Friedrichskoog;Schleswig-Holstein;DE
60007991;Marlien;Dreefs;;žena;13.01.1994;45879;Gelsenkirchen;Nordrhein-Westfalen;DE
60005198;InĂ©s;Poljack;;žena;13.01.1999;54649;Manderscheid;Rheinland-Pfalz;DE
60007470;Kal-El;Settelmeyer;;muž;13.02.1935;6618;GĂ¶rschen;Sachsen-Anhalt;DE
60000477;Syed;Nolder;;muž;13.02.1957;61352;Bad Homburg vor der HĂ¶he;Hessen;DE
60004207;Clasina;GrĂ¶sslein;;žena;13.02.1959;20539;Hamburg;Hamburg;DE
60009232;Mariama;Ludewigs;;žena;13.02.1966;24398;DĂ¶rphof;Schleswig-Holstein;DE
60004780;Randall;Woitczik;;muž;13.02.1977;39291;MĂ¶ser;Sachsen-Anhalt;DE
60001845;Kaisa;RĂĽpp;;žena;13.02.1980;23774;Heiligenhafen;Schleswig-Holstein;DE
60007148;Josias;Schweinefuss;;muž;13.02.1987;74385;Pleidelsheim;Baden-WĂĽrttemberg;DE
60001457;Tuyen;Isenhuth;;žena;13.02.2003;91346;Wiesenttal;Bayern;DE
60004890;Bedir;Jantzon;;muž;13.02.1937;54439;Saarburg;Rheinland-Pfalz;DE
60005517;Rashkov;Lexen;;muž;13.02.1958;21784;Geversdorf;Niedersachsen;DE
60004887;Lajan;Goetzcke;;žena;13.02.2003;29499;Zernien;Niedersachsen;DE
60005117;Husam;de Buhr;;muž;13.02.2006;95339;Neuenmarkt;Bayern;DE
60009526;Ilianova;Jesheit;;žena;13.02.1948;18574;Zudar;Mecklenburg-Vorpommern;DE
60007873;Winwayu;HĂ¤berlin;;muž;13.02.1950;7426;Oberhain;ThĂĽringen;DE
60003611;Twan;NiclauĂź;;muž;13.02.1959;76707;HambrĂĽcken;Baden-WĂĽrttemberg;DE
60001089;Sofiane;GĂ¶belt;;muž;13.02.1959;6493;Dankerode;Sachsen-Anhalt;DE
60009353;AymĂ©e;Frohwieser;;žena;13.02.1971;91608;Geslau;Bayern;DE
60007705;Alexandrine;Bargen;;žena;13.02.1930;3253;Hennersdorf;Brandenburg;DE
60007255;Oluwatolani;Altuntop;;žena;13.02.1969;37293;Herleshausen;Hessen;DE
60004222;Dorothy;Maerkl;;žena;13.02.1991;15831;GroĂź Kienitz;Brandenburg;DE
60002260;Jupiter;Niemeier;;muž;13.02.1995;6420;Golbitz;Sachsen-Anhalt;DE
60009173;Sampito;Petermair;;muž;13.02.1964;7924;EĂźbach;ThĂĽringen;DE
60008549;Hilaria;Szymzsak;;žena;13.02.2006;39638;JĂ¤venitz;Sachsen-Anhalt;DE
60007162;Kiyomi;Scheuble;;žena;13.02.1940;21382;Brietlingen;Niedersachsen;DE
60009277;Amonn;Leisner;;muž;13.02.1946;17091;Wolde;Mecklenburg-Vorpommern;DE
60008795;Cristina;RietmĂĽller;;žena;13.02.1972;56424;Ebernhahn;Rheinland-Pfalz;DE
60006520;Nic;Blumenberger;;muž;13.02.1974;66903;Dittweiler;Rheinland-Pfalz;DE
60008954;Edeltraut;MĂĽhlenkamp;;žena;13.02.2000;24326;Ascheberg;Schleswig-Holstein;DE
60003740;Palmer;Weidl;;muž;13.02.1921;7589;MĂĽnchenbernsdorf;ThĂĽringen;DE
60000746;Veskova;BĂ¤umers;;žena;13.02.1935;76889;Steinfeld;Rheinland-Pfalz;DE
60009614;Sonnah;BĂ¶ffel;;žena;13.02.1943;35232;Dautphetal;Hessen;DE
60007408;Ueto;Giermanns;;muž;13.02.1975;14823;MĂĽhlenflieĂź;Brandenburg;DE
60006926;Skyler-Horatio;AltemĂĽller;;muž;13.02.1982;35619;Braunfels Tiefenbach;Hessen;DE
60002527;Kena;Dreiseidler;;žena;13.02.2002;49424;Goldenstedt;Niedersachsen;DE
60008690;Jula;Feiden;;žena;13.02.2003;17237;Carpin;Mecklenburg-Vorpommern;DE
60000732;Arthas;Hochgreve;;muž;13.02.1937;54317;Korlingen;Rheinland-Pfalz;DE
60000118;Logan;Faul;;žena;13.02.1938;7318;Saalfeld/Saale;ThĂĽringen;DE
60008060;Fatima-Reem;Neugebaur;;žena;13.02.1947;79802;Dettighofen;Baden-WĂĽrttemberg;DE
60004921;Letta;Rudkowski;;žena;13.02.1948;56729;Arft;Rheinland-Pfalz;DE
60007763;Sandrine;Okumus;;žena;13.02.1961;79292;Pfaffenweiler;Baden-WĂĽrttemberg;DE
60006075;Kelig;TheĂźmann;;muž;13.02.1968;23730;Schashagen;Schleswig-Holstein;DE
60009641;Relja;Salcan;;muž;13.02.1973;18195;Zarnewanz;Mecklenburg-Vorpommern;DE
60008021;Zoe;von Janson;;žena;13.02.1985;24145;Kiel;Schleswig-Holstein;DE
60004475;AlexsandroviÄŤ;Rolf;;muž;13.02.1994;31622;Heemsen;Niedersachsen;DE
60000449;Wolfred;Eckkardt;;muž;13.02.1925;8107;Hirschfeld;Sachsen;DE
60000745;Esma;Guntram;;žena;13.02.1932;17213;GĂ¶hren-Lebbin;Mecklenburg-Vorpommern;DE
60002557;Nurettin;FaĂźbaender;;muž;13.02.1970;71282;Hemmingen;Baden-WĂĽrttemberg;DE
60001613;Amanuel;JĂ¶tzlaff;;muž;13.02.1976;95138;Bad Steben;Bayern;DE
60009900;Wenzira;GĂĽlsoy;;žena;13.02.1982;13057;Berlin;Berlin;DE
60006248;Stian;Kolodziejczyk;;muž;13.02.1993;88636;Illmensee;Baden-WĂĽrttemberg;DE
60000926;Jenny;Kools;;žena;13.02.1998;6429;Pobzig;Sachsen-Anhalt;DE
60005093;AslÄ±-Nezafet;Kaffka;;žena;13.02.1932;84573;SchĂ¶nberg;Bayern;DE
60004951;FatmĂ©;Schimmek;;žena;13.02.1944;67808;WĂĽrzweiler;Rheinland-Pfalz;DE
60002969;Marie-Louise;Weisschu;;žena;13.02.1944;80336;MĂĽnchen;Bayern;DE
60008216;Antonyo;Lindele;;muž;13.02.1963;86706;Weichering;Bayern;DE
60007773;Richard;Traud;;žena;13.02.1966;24241;Grevenkrug;Schleswig-Holstein;DE
60000512;Sonia;Lambardt;;žena;13.02.1971;65189;Wiesbaden;Hessen;DE
60008597;Kalla;Kaminzky;;žena;13.02.1978;99439;Neumark;ThĂĽringen;DE
60006329;Tundzhay;Duehrkoop;;žena;13.02.1986;25938;Utersum;Schleswig-Holstein;DE
60002793;Tyler;Jatzlauck;;žena;13.02.1990;38479;Tappenbeck;Niedersachsen;DE
60008505;Kadar;Jungclaushen;;žena;13.02.1996;74420;Oberrot;Baden-WĂĽrttemberg;DE
60000360;Queen;Karlin;;žena;13.02.1999;67596;Dittelsheim-HeĂźloch;Rheinland-Pfalz;DE
60004868;Anaya;Jakubik;;žena;13.02.2001;18292;Bellin;Mecklenburg-Vorpommern;DE
60008973;Aalijah-Joleen;Seebert;;žena;13.02.2004;84030;Ergolding;Bayern;DE
60007698;Yelbi;Schwarzien;;žena;13.03.1926;65197;Wiesbaden;Hessen;DE
60009307;Yasa;Demirhan;;muž;13.03.1941;8459;Neukirchen/PleiĂźe;Sachsen;DE
60001403;Chaja;Seyppel;;žena;13.03.1947;29471;Gartow;Niedersachsen;DE
60000364;Walther;HoffschrĂ¶r;;muž;13.03.1953;7950;Merkendorf;ThĂĽringen;DE
60006531;YiÄźit;Schummers;;muž;13.03.1961;15345;Oberbarnim Klosterdorf;Brandenburg;DE
60002316;Phaedra;GerstkĂ¤mper;;žena;13.03.1966;22111;Hamburg Billstedt;Hamburg;DE
60002889;Aurora-Serena;Nehling;;žena;13.03.1993;97753;Karlstadt;Bayern;DE
60002881;Gereon;Heringer;;muž;13.03.1961;2999;Lohsa;Sachsen;DE
60001068;Carla;Uhlemeier;;žena;13.03.1965;24376;Kappeln;Schleswig-Holstein;DE
60003044;Efsun;MĂ¶rtelmeier;;žena;13.03.1969;94143;Grainet;Bayern;DE
60000461;Yuno;Vasilenko;;žena;13.03.1978;54597;Lascheid;Rheinland-Pfalz;DE
60009051;Franca;Devecioglu;;žena;13.03.1987;85296;Rohrbach;Bayern;DE
60008432;Nasir;Wienmeister;;muž;13.03.1949;47589;Uedem;Nordrhein-Westfalen;DE
60004643;Simine;Kretschmar;;žena;13.03.1957;39629;Bismark (Altmark);Sachsen-Anhalt;DE
60000210;Lee-Loo;Eberschneider;;žena;13.03.1958;97993;Creglingen;Baden-WĂĽrttemberg;DE
60001635;Sheila;Ernsting;;žena;13.03.1984;17091;Rosenow;Mecklenburg-Vorpommern;DE
60001942;Austra;Kluegl;;žena;13.03.2005;95652;Waldsassen;Bayern;DE
60008716;Izoduwa;SoytĂĽrk;;muž;13.03.1950;39393;Am GroĂźen Bruch;Sachsen-Anhalt;DE
60002643;Elias;Volker;;žena;13.03.1974;21077;Hamburg EiĂźendorf;Hamburg;DE
60007234;Emanuele;Pechtold;;muž;13.03.1976;57632;Orfgen;Rheinland-Pfalz;DE
60004889;Ă‡esur;Stanislawek;;muž;13.03.2005;89361;Landensberg;Bayern;DE
60001804;Hawwa;Tissen;;žena;13.03.1993;50127;Bergheim;Nordrhein-Westfalen;DE
60004802;Marissa;Bendyk;;žena;13.03.1923;89179;Beimerstetten;Baden-WĂĽrttemberg;DE
60001150;Thida;BĂĽhmann;;žena;13.03.1940;38229;Salzgitter Calbecht;Niedersachsen;DE
60005824;Andy;Ondra;;muž;13.03.1942;92545;Niedermurach;Bayern;DE
60000725;Khomsan;Dether;;muž;13.03.1965;4936;ProĂźmarke;Brandenburg;DE
60003970;Royda;von Hayn;;žena;13.03.1967;85238;Petershausen;Bayern;DE
60000896;Semyan;Ammann;;muž;13.03.1982;63069;Offenbach;Hessen;DE
60001105;Tiwaz;DrĂ¶ge;;muž;13.03.1989;37647;Vahlbruch;Niedersachsen;DE
60002364;Rhoda;Landsmann;;žena;13.03.1941;8132;MĂĽlsen Wulm;Sachsen;DE
60009452;Shachar;Fraede;;žena;13.03.1954;18510;Stoltenhagen;Mecklenburg-Vorpommern;DE
60005746;Gwendoline;Michaely;;žena;13.03.1960;70597;Stuttgart;Baden-WĂĽrttemberg;DE
60004637;Osawonamen;Makowsky;;žena;13.03.1970;19357;MankmuĂź;Brandenburg;DE
60003672;Maram;Motzkat;;žena;13.03.1987;38239;Salzgitter Ăśfingen;Niedersachsen;DE
60001900;Sina;Virhus;;žena;13.03.2003;56479;HĂĽblingen;Rheinland-Pfalz;DE
60003636;Ruth;Angerer;;žena;13.03.2004;64686;Lautertal;Hessen;DE
60008099;Evgenia;Bruin;;žena;13.03.2005;37139;Adelebsen;Niedersachsen;DE
60004709;VĂ˘n;Seitz;;žena;13.03.1932;37127;Niemetal;Niedersachsen;DE
60005232;Aspyn-Key;Horstkoetter;;muž;13.03.1946;66292;Riegelsberg;Saarland;DE
60003610;Meleknaz;Vrabec;;žena;13.03.1962;18314;LĂĽdershagen;Mecklenburg-Vorpommern;DE
60004410;Tjara;Kontauts;;žena;13.03.1973;9526;Pfaffroda;Sachsen;DE
60008952;SamĂ­n;Grodtmann;;muž;13.03.1974;16225;Eberswalde;Brandenburg;DE
60004513;Stratos;Kolberger;;muž;13.03.1920;6917;Jessen (Elster) Schadewalde;Sachsen-Anhalt;DE
60007712;AlaĂŻa;Hendrich;;žena;13.03.1925;1809;MĂĽglitztal;Sachsen;DE
60005708;Celiya;Kalay;;žena;13.03.1952;83361;Kienberg;Bayern;DE
60001198;Yáşżn;Caemmerer;;žena;13.03.1955;4668;Grimma;Sachsen;DE
60003145;Traychov;Zelinski;;muž;13.03.1998;22415;Hamburg;Hamburg;DE
60003803;Linus-Matheo;Wojciechowska;;muž;13.03.2000;20144;Hamburg Hoheluft-Ost;Hamburg;DE
60007748;Ă‡ansu;Diestelhorst;;žena;13.03.1935;8134;LangenweiĂźbach Langenbach;Sachsen;DE
60008112;Ayuna;Haemmerle;;žena;13.03.1991;32339;Espelkamp;Nordrhein-Westfalen;DE
60003291;Ankrambom;Noehles;;muž;13.03.1998;24894;Tolk;Schleswig-Holstein;DE
60009306;Lijan;BĂ¶sswetter;;muž;13.03.2005;94554;Moos;Bayern;DE
60009218;YuĹźa;Schemeitat;;muž;13.04.1938;3253;Friedersdorf;Brandenburg;DE
60006573;Alonso;Pfingsttag;;muž;13.04.1973;72631;Aichtal;Baden-WĂĽrttemberg;DE
60009339;Lean;Faschinger;;žena;13.04.2000;19217;BĂĽlow;Mecklenburg-Vorpommern;DE
60008441;Hayam;Fisser;;žena;13.04.2005;51371;Leverkusen;Nordrhein-Westfalen;DE
60003141;Preston;Gaworski;;muž;13.04.1932;37339;Haynrode;ThĂĽringen;DE
60002330;Chloe;Westfehling;;žena;13.04.1954;23974;Blowatz;Mecklenburg-Vorpommern;DE
60006077;Evangelos;Onusseit;;muž;13.04.1981;35649;Bischoffen;Hessen;DE
60003040;Nolian;Rudis;;muž;13.04.1995;95466;Kirchenpingarten;Bayern;DE
60001001;Terrance;Stohldreyer;;muž;13.04.1935;24558;Wakendorf II;Schleswig-Holstein;DE
60007618;Yoshua;VĂ¶lcke;;muž;13.04.1942;54636;Echtershausen;Rheinland-Pfalz;DE
60000495;Justine-Monique;Hendrikx;;žena;13.04.1973;89129;Langenau;Baden-WĂĽrttemberg;DE
60005757;Ă‡aÄźtay;Gobbe;;muž;13.04.1986;6712;Schellbach;Sachsen-Anhalt;DE
60000098;Farzin;Mayboom;;muž;13.04.1989;17321;PlĂ¶wen;Mecklenburg-Vorpommern;DE
60004530;Kevser;Frerck;;žena;13.04.1925;18347;Wustrow;Mecklenburg-Vorpommern;DE
60005896;Fryderyk;DiestelkĂ¤mper;;muž;13.04.1968;7548;Gera;ThĂĽringen;DE
60002712;Loris;BĂ¤ssler;;muž;13.04.2004;3058;GroĂź DĂ¶bbern;Brandenburg;DE
60000330;Mirchev;Mikolajzack;;muž;13.04.2004;56281;Hungenroth;Rheinland-Pfalz;DE
60005797;Ecem;ĂśnlĂĽtĂĽrk;;žena;13.04.1930;31715;Meerbeck Volksdorf;Niedersachsen;DE
60002001;Anastasja-Leonie;Springwald;;žena;13.04.1932;3139;Terpe;Brandenburg;DE
60007994;Rosalia;Siebelt;;žena;13.04.1949;4828;Bennewitz;Sachsen;DE
60005687;Natthakon;Biernot;;muž;13.04.1974;56754;Binningen;Rheinland-Pfalz;DE
60005002;Merrit;Geerke;;žena;13.04.1997;42699;Solingen;Nordrhein-Westfalen;DE
60001379;Bennet;Jenhsen;;muž;13.04.1941;66909;Nanzdietschweiler;Rheinland-Pfalz;DE
60006789;Aydah;Barisik;;žena;13.04.1942;39615;SchĂ¶nberg;Sachsen-Anhalt;DE
